Code ALF;Statut;Libellé ALF;Libellé Commercial;Texte Commercial;Famille;Type de produit;Conclusion;Univers;Marché;Code Mercure;Code ADV;Code VAD;Engagement;Jour de facturation;Tarif;Date de fin;Non affiché;Score CRM;CGV;Type de commande
IR134002;C;Offre Livebox Fibre (mig);Offre Livebox Fibre;Internet + téléphone par internet (ligne Livebox) illimité :\r\n- vers les fixes de France métropolitaine, DOM et plus de 110 destinations,\r\n- vers les mobiles USA et Canada.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n* Location Livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Offre Livebox (migration);Offres;;Internet;R;;;;;0;42,99 eur/mois*;;0;;RC_Offre_Livebox.pdf;Internet
IR134012;C;Activation TV Orange par Fibre;Activation de la TV d'Orange par Fibre;La TV d'Orange vous permet d'accéder sur votre téléviseur à de nombreuses chaînes et des services interactifs inclus. C'est aussi un catalogue riche de bouquets TV et services optionnels pour composer votre offre sur mesure.\r\n- Sous réserve d'éligibilité technique.\r\n- Bouquets payants et programmes à la demande vendus séparément, coûts en sus.;Activation TV;Information;;Internet;R;;;;0;0;;;0;;;Internet
IR134024;C;Décodeur TV UHD (2nd décodeur) : frais activation 10 eur (offre Multi TV);Second décodeur TV UHD, frais d'activation de service de 10 euros;Le nouveau décodeur TV 4 est compatible avec les dernières technologies Ultra Haute Définition et Dolby Atmos® pour vous faire bénéficier d'une image 4 fois plus définie que l'actuelle Haute définition et d'un son complètement immersif, en très haute définition.;Décodeur;Produits;;Internet;R;;;;;0;10,00 eur;;0;;;Internet
IR134073;C;PREMIUM : Répéteur Wifi offert pour Livebox Up/Jet et Open Up/Jet;Répéteur Wifi, mise à disposition gratuite sur offres Livebox Up/Jet et Open Up/Jet;Le répéteur Wifi étend la couverture de la Livebox à la maison.\r\n\r\nProfitez d'un réseau Wifi performant et fluide partout où vous le souhaitez à la maison !;Equipement;Produits;;Internet;R;;;;0;0;Mise à disposition offerte;;0;;;Internet
IR134092;C;Liste Rouge;Inscription sur liste rouge;;Communication Internet Satellite;Information;;Internet;R;;;;;0;;;0;;;Autres
IR134160;C;Installation Fibre autonomie (sans RDV technicien);L'installation de la Fibre en autonomie;Pour l'installation de vos équipements en autonomie et en toute simplicité, Orange vous accompagne.\r\n\r\nRetrouvez toutes les étapes pour installer vous-même votre Livebox, votre décodeur TV et connecter tous vos équipements, sur :\r\n\r\n- l'assistance en ligne à l'adresse : http://assistance.orange.fr/installer-la-fibre\r\n\r\n- l'application Ma Livebox pour vous guider pas à pas.\r\nPour télécharger l'application ma Livebox, connectez-vous sur : http://applications-et-logiciels.orange.fr/applications/ma-livebox\r\n\r\n- le guide d'installation disponible avec le matériel\r\n\r\n- un tutoriel en vidéo à visionner sur : http://r.orange.fr/r/Oassistance_video-raccordement-fibre;Assistance installation;Information;;Internet;R;;;;;0;Inclus;;0;;Fibre_installation_pas_a_pas.pdf;Internet
IR134161;C;Installation ADSL/VDSL2 en autonomie;L'installation de l'ADSL/VDSL2 en autonomie;Pour l'installation de vos équipements en autonomie et en toute simplicité, Orange vous accompagne.\r\n\r\nRetrouvez toutes les étapes pour installer vous-même votre Livebox, votre décodeur TV et connecter tous vos équipements, sur :\r\n\r\n- l'application Ma Livebox pour vous guider pas à pas.\r\nPour télécharger l'application ma Livebox, connectez-vous sur : http://applications-et-logiciels.orange.fr/applications/ma-livebox\r\n\r\n- le guide d'installation disponible avec le matériel;Assistance installation;Information;;Internet;R;;;;;0;Inclus;;0;;;Internet
IR134162;C;Prestation Installation Fibre experte 109,00 eur;Prestation d'installation experte Fibre 109,00 euros;Vous profitez de l'accompagnement d'un technicien pour :\r\n\r\n- mettre en service la Livebox et le décodeur TV,\r\n- connecter tous vos équipements (tablettes, ordinateur, smartphone...),\r\n- réaliser un diagnostic de votre Wifi,\r\n- proposer les optimisations nécessaires pour profiter pleinement d'internet et de la TV d'Orange partout où vous le souhaitez,\r\n- découvrir comment utiliser vos services.;Prestation d'installation;Options;;Internet;R;;;;;0;109,00 eur;;0;;doc_installation_experte.zip;Internet
IR134163;C;Installation ADSL/VDSL2 experte 89,00 eur;Prestation d'installation experte ADSL/VDSL2;Vous profitez de l'accompagnement d'un technicien pour :\r\n\r\n- mettre en service la Livebox et le décodeur TV,\r\n- connecter tous vos équipements (tablettes, ordinateur, smartphone...),\r\n- réaliser un diagnostic de votre Wifi,\r\n- proposer les optimisations nécessaires pour profiter pleinement d'internet et de la TV d'Orange partout où vous le souhaitez,\r\n- découvrir comment utiliser vos services.;Prestation d'installation;Options;;Internet;R;;;;;0;89,00 eur;;0;;;Internet
IR134180;C;Enregistreur TV UHD : frais activation 10 eur;Enregistreur TV UHD, frais d'activation de service de 10 euros;;Décodeur;Produits;;Internet;R;;;;0;0;10,00 eur;;0;;;Internet
IR134181;C;Option Enregistreur TV UHD 4 eur Livebox;Option Enregistreur TV UHD sur offres Livebox;;Décodeur;Produits;;Internet;R;;;;0;0;4,00 eur/mois;;0;;;Internet
IR134182;C;Option Enregistreur TV UHD 0 eur Livebox Up;Option Enregistreur TV UHD offert sur offres Livebox Up;Enregistreur TV UHD : Pour enregistrer vos programmes favoris et les regarder en famille.\r\n;Décodeur;Produits;;Internet;R;;;;0;0;0,00 eur;;0;;;Internet
IR134184;C;Installation Fibre autonomie (avec RDV technicien);L'installation de la Fibre en autonomie après intervention du technicien au domicile;Pour l'installation de vos équipements en autonomie et en toute simplicité, Orange vous accompagne.\r\n\r\nRetrouvez toutes les étapes pour installer vous-même votre Livebox, votre décodeur TV et connecter tous vos équipements, sur :\r\n\r\n- l'assistance en ligne à l'adresse : http://assistance.orange.fr/installer-la-fibre\r\n\r\n- l'application Ma Livebox pour vous guider pas à pas.\r\nPour télécharger l'application ma Livebox, connectez-vous sur : http://applications-et-logiciels.orange.fr/applications/ma-livebox\r\n\r\n- le guide d'installation disponible avec le matériel\r\n\r\n- un tutoriel en vidéo à visionner sur : http://r.orange.fr/r/Oassistance_video-raccordement-fibre;Assistance installation;Information;;Internet;R;;;;;0;Inclus;;0;;Fibre_installation_pas_a_pas.pdf;Internet
IR134185;C;La Boîte Sosh ADSL (mig);La Boîte Sosh ADSL;Internet + téléphone par internet (ligne Livebox) illimité vers les fixes de France métropolitaine, DOM et plus de 100 destinations.\r\n\r\nOffre sans engagement.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\n* Location Livebox incluse.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Sosh (migration);Offres;;Internet;R;;;;;0;20,99 eur/mois*;;0;;RC_Boite_Sosh.pdf;Internet
IR134186;C;La Boîte Sosh Fibre (mig);La Boîte Sosh Fibre;Internet + téléphone par internet (ligne Livebox) illimité vers les fixes de France métropolitaine, DOM et plus de 100 destinations.\r\n\r\nOffre sans engagement.\r\n\r\nRetrouvez le détail de votre offre dont la liste des destinations dans la fiche d'information jointe à cet email.\r\n\r\nUniquement dans les zones de déploiement de la Fibre optique et sous réserve de raccordement effectif du domicile du client.\r\nLa prestation de raccordement du domicile est incluse dans les offres.\r\n\r\n* Location Livebox incluse.\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Sosh (migration);Offres;;Internet;R;;;;;0;30,99 eur/mois*;;0;;RC_Boite_Sosh.pdf;Internet
IR134194;C;Renvoi d'appel premium;Renvoi d'appel premium;Service du téléphone par internet permettant de renvoyer ses appels sur tout type de ligne (RTC, Mobile, VoIP tout opérateur);Options Communication;Options;;Internet;R;;;;;0;2,00 eur/mois;;0;;;Autres
IR134200;C;Option Multi-TV 8,99 eur;Option Multi-TV;;Options TV;Options;;Internet;R;;;;;0;8,99 eur/mois;;0;;cs_multi_tv.pdf;Internet
IR134247;C;Vente Terminaux nus 4G;Vente Terminaux nus 4G;;Marquage;Information;;Internet;R;;;;;0;;;0;;;Mobile
IR134253;C;Frais d'activation de la TV d'Orange offert;Frais d'activation de la TV d'Orange offert;La TV d'Orange vous permet d'accéder sur votre téléviseur à de nombreuses chaînes et des services interactifs inclus. C'est aussi un catalogue riche de bouquets TV et services optionnels pour composer votre offre sur mesure.\r\n- Sous réserve d'éligibilité technique.\r\n- Bouquets payants et programmes à la demande vendus séparément, coûts en sus.;Activation TV;Information;;Internet;R;;;;0;0;Offert;;0;;;Internet
IR134287;C;Décodeur TV UHD : frais échange 0 eur;Frais d'échange offerts pour un décodeur TV UHD;Orange vous offre les frais d'échange de décodeur. Bénéficiez gratuitement du nouveau décodeur d'Orange.;Frais matériels;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Internet
IR134288;C;Frais échange Livebox (0 eur);Frais d'échange offerts pour une Livebox;;Frais matériels;Options;;Internet;R;;;;;0;0,00 eur;;0;;;Internet
IR134293;C;Sosh : Appli TV d'Orange (0 eur);Sosh : Appli TV d'Orange;Regardez la TV sur votre smartphone, tablette ou PC.;Options TV Sosh;Options;;Internet;R;;;;;0;Offert;;0;;cs_option_decodeur_TV_Sosh.pdf;Internet
IR134294;C;Smartphones nus Huawei petit prix 4G/H+;Téléphones mobiles seuls Huawei 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134295;C;Smartphones nus Huawei premium 4G/H+;Téléphones mobiles seuls Huawei 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134296;C;Smartphones nus Samsung petit prix 4G/H+;Téléphones mobiles seuls Samsung 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134297;C;Smartphones nus Samsung premium 4G/H+;Téléphones mobiles seuls Samsung 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134298;C;Smartphones nus Sony petit prix 4G/H+;Téléphones mobiles seuls Sony 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134299;C;Smartphones nus Sony premium 4G/H+;Téléphones mobiles seuls Sony 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134300;C;Smartphones nus Orange petit prix 4G/H+;Téléphones mobiles seuls Orange 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134301;C;Smartphones nus Wiko petit prix 4G/H+;Téléphones mobiles seuls Wiko 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134302;C;Smartphones nus Motorola petit prix 4G/H+;Téléphones mobiles seuls Motorola 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134303;C;Smartphones nus Doro petit prix 4G/H+;Téléphones mobiles seuls Doro 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134304;C;Smartphones nus Honor petit prix 4G/H+;Téléphones mobiles seuls Honor 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134305;C;Smartphones nus Apple petit prix 4G/H+;Téléphones mobiles seuls Apple 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134306;C;Smartphones nus HTC petit prix 4G/H+;Téléphones mobiles seuls HTC 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134307;C;Smartphones nus BlackBerry petit prix 4G/H+;Téléphones mobiles seuls BlackBerry 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134308;C;Smartphones nus Nokia petit prix 4G/H+;Téléphones mobiles seuls Nokia 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134309;C;Smartphones nus Apple premium 4G/H+;Téléphones mobiles seuls Apple 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134310;C;Smartphones nus HTC premium 4G/H+;Téléphones mobiles seuls HTC 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134311;C;Smartphones nus BlackBerry premium 4G/H+;Téléphones mobiles seuls BlackBerry 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134312;C;Smartphones nus Nokia premium 4G/H+;Téléphones mobiles seuls Nokia 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134313;C;PCM : Smartphones Huawei petit prix 4G/H+;PCM : Téléphones mobiles Huawei 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134314;C;PCM : Smartphones Huawei premium 4G/H+;PCM : Téléphones mobiles Huawei 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134315;C;PCM : Smartphones Samsung petit prix 4G/H+;PCM : Téléphones mobiles Samsung 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134316;C;PCM : Smartphones Samsung premium 4G/H+;PCM : Téléphones mobiles Samsung 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134317;C;PCM : Smartphones Sony petit prix 4G/H+;PCM : Téléphones mobiles Sony 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134318;C;PCM : Smartphones Sony premium 4G/H+;PCM : Téléphones mobiles Sony 4G/H+ premium;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134320;C;Livebox Initiale FIBRE;Livebox Initiale FIBRE;Une offre internet d'Orange, comprenant internet et téléphone, sans abonnement téléphonique.\r\n\r\nTéléphone par internet :\r\n\r\n- En illimité vers les fixes en France Métropolitaine.\r\n- En illimité vers plus de 110 destinations internationales et DOM.\r\n\r\n*Location livebox incluse : 3,00 eur/mois\r\nOffre accessible en France métropolitaine sous réserve d'éligibilité pour toute commande confirmée entre le 21/08/2025 au 08/10/2025.;Offre Livebox (migration);Offres;;Internet;R;;;;;0;33,99 eur/mois*;;0;;RC_Offres_Livebox_Initiale.pdf;Mobile
IR134321;C;PCM : Smartphones Orange petit prix 4G/H+;PCM : Téléphones mobiles Orange 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
IR134322;C;PCM : Smartphones Wiko petit prix 4G/H+;PCM : Téléphones mobiles Wiko 4G/H+ à petits prix;;Terminaux mobiles;Produits;;Internet;R;;;;;0;;;0;;;Mobile
